UNIDADE
ubsf_unidade_basica_da_familia_l08|337 - UBSF - Unidade Basica da Família L-08
ubsf_unidade_basica_da_familia_l30|338 - UBSF - Unidade Basica da Família L-30
ubsf_unidade_basica_da_familia_l31|339 - UBSF - Unidade Basica da Família L-31
ubsf_unidade_basica_da_familia_l10|340 - UBSF - Unidade Basica da Família L-10
ubsf_unidade_basica_da_familia_n10|341 - UBSF - Unidade Basica da Família N-10
ubsf_unidade_basica_da_familia_n11|342 - UBSF - Unidade Basica da Familia N-11
ubsf_unidade_basica_da_familia_s31|343 - UBSF - Unidade Basica da Família S-31
ubsf_unidade_basica_da_familia_s42|344 - UBSF - Unidade Basica da Família S-42
usbf_unidade_basica_da_familian29|345 - USBF - Unidade Basica da Familia-N-29
ubsf_unidade_basica_da_familia_l23|346 - UBSF - Unidade Basica da Família L-23
ubsf_unidade_basica_da_familia_n15|347 - UBSF - Unidade Basica da Familia - N-15
ubsf_unidade_basica_da_familia_n38|348 - UBSF - Unidade Basica da Familia - N-38
ubsf_unidade_basica_da_familia_n33|349 - UBSF - Unidade Basica da Familia - N-33
ubsf_unidade_basica_da_familia_n20|350 - UBSF - Unidade Basica da Familia - N-20
ubsf_unidade_basica_da_familia_n34|351 - UBSF - Unidade Basica da Familia - N-34
ubsf_unidade_basica_da_familia_n32|353 - UBSF - Unidade Basica da Familia - N-32
ubsf_unidade_basica_da_familia_l21|354 - UBSF - Unidade Basica da Família L-21
ubsf_unidade_basica_da_familia_l24|355 - UBSF - Unidade Basica da Família L-24
ubsf_unidade_basica_da_familia_l22|356 - UBSF - Unidade Basica da Família L-22
ubsf_unidade_basica_da_familia_l26|357 - UBSF - Unidade Basica da Família L-26
ubsf_unidade_basica_da_familia_o08|358 - UBSF - Unidade Basica da Família O-08
ubsf_unidade_basica_da_familia_l04|359 - UBSF - Unidade Basica da Familia - L-04
ubsf_unidade_basica_da_familia__l11|360 - UBSF - Unidade Basica da Família - L-11
ubsf_unidade_basica_da_familia_l13|361 - UBSF - Unidade Basica da Família - L-13
ubsf_unidade_basica_da_familia__l14|362 - UBSF - Unidade Basica da Família - L-14
ubsf_unidade_basica_da_familia__l06|363 - UBSF - Unidade Basica da Família - L-06
ubsf_unidade_basica_da_familia__l29|364 - UBSF - Unidade Basica da Família - L-29
ubsf_unidade_basica_da_familia_l32|365 - UBSF - Unidade Basica da Familia - L-32
ubsf_unidade_basica_da_familia_l09|366 - UBSF - Unidade Basica da Familia - L-09
ubsf_unidade_basica_da_familia_l05|367 - UBSF - Unidade Basica da Família - L-05
ubsf_unidade_basica_da_familia_l44|368 - UBSF - Unidade Basica da Familia - L-44
ubsf_unidade_basica_da_familia_o47|369 - UBSF - Unidade Basica da Familia - O-47
ubsf_unidade_basica_da_familia_o48|370 - UBSF - Unidade Basica da Família - O-48
laboratorio_distrital_sul|371 - Laboratório Distrital Sul
laboratorio_distrital_leste|372 - Laboratório Distrital Leste
laboratorio_distrital_oeste|373 - Laboratório Distrital Oeste
laboratorio_profº_manoel_bastos_lira|374 - Laboratório Profº Manoel Bastos Lira
ubsf_unidade_basica_da_familia_l45|375 - UBSF - Unidade Basica da Familia - L-45
sos_vida_aleixo|376 - S.O.S. Vida Aleixo
sos_vida_alvorada|377 - S.O.S. Vida Alvorada
ubsf_unidade_basica_da_familia_l42b|378 - UBSF - Unidade Basica da Família - L-42B
distrito_de_saude_leste_endemias|379 - Distrito de Saúde Leste - Endemias
ubsf_unidade_basica_da_familia_n59|380 - UBSF - Unidade Basica da Família - N-59
ciocs|381 - CIOCS
ubsf_unidade_basica_da_familia_n57|382 - UBSF - Unidade Basica da Familia - N-57
ubsf_unidade_basica_da_familia_n58|383 - UBSF - Unidade Basica da Familia - N-58
ubsf_unidade_basica_da_familia_n60|391 - UBSF - Unidade Basica da Família - N-60
casp_ad_dr_afranio_soares|72 – CASP AD DR. AFRANIO SOARES
escola_saude_publica|89 - Escola de Saúde Publica
94_devae|94 – DEVAE
95_devae|95 – DEVAE
unidade_av_galeria|393 – Unidade Av. Galeria
divisao_regional_de_educacao_ddz_1|791 - Divisão Regional de Educação DDZ-I
cemasp_sul|390 - Cemasp-sul (Polo I)
179_ubs_lucio_flavio_v_dias|179 - UBS LÚCIO FLÁVIO V. DIAS
185c_ubs_megumo_kado_dentro_do_conselho_comunitario_do_bairro_de_educandos|185C-UBS Megumo Kado Dentro do Conselho Comunitário do Bairro de Educandos
185d_ubs_megumo_kado_almoxarifados_das_farmacias_dentro_do_conselho_comunitario_bairro|185D-UBS Megumo Kado- Almoxarifados das Farmácias. Dentro do Conselho Comunitário Bairro
373_b_Laboratorio_distrital_oeste_santo_agostinho_novo_predio|373 - B: Laboratório Distrital Oeste - Santo Agostinho (NOVO PRÉDIO)
373_c_Laboratorio_distrital_oeste_santo_agostinho_novo_predio|373 - C: Laboratório Distrital Oeste - Santo Agostinho (NOVO PRÉDIO)
46_caps_ad_dra_eliana_vitorino_shcramm|46 - CAPS AD-Dra. Eliana Vitorino Shcramm
46b_caps_ad_dra_eliana_vitorino_shcramm|46B - CAPS AD-Dra. Eliana Vitorino Schramm
46_caps_ad_dra_eliana_vitorino_shcramm|46 - CAPS AD-Dra. Eliana Vitorino Schramm
163b_ubs_armando_mendes|163 B -UBS Armando Mendes
140e_ubs_lindalva_damasceno_temporario|140E-UBS Lindalva Damasceno - (Temporário)
140b_ubs_lindalva_damasceno_almoxarifados_das_farmacias|140B-UBS Lindalva Damasceno - Almoxarifados das Farmácias
186b_usf_rosa_pereira_de_almeida_almoxarifados_das_farmcias|186B-USF Rosa Pereira de Almeida - Almoxarifados das Farmácias
140C_UBS_Lindalva_Damasceno_(aditivo)|140C-UBS Lindalva Damasceno (aditivo)
163C_UBS_Armando_Mendes_(aditivo)|163C-UBS Armando Mendes (aditivo)
148D_UBS_Luiz_Montenegro_(aditivo)|148D-UBS Luiz Montenegro (aditivo)
186C_USF_Rosa_Pereira_de_Almeida_(aditivo)|186C-USF Rosa Pereira de Almeida (aditivo)
189C_UBS_Petrópolis_(aditivo)|189C UBS-Petrópolis (aditivo)
